# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-C" "-P" "--fracOverlap" "0.5" "-T" "8" "-s" "2" "-a" "all.gff" "-t" "CDS" "-g" "locus_tag" "-o" "PD_132_R13_S1_1_cds.txt" "PD_132_R13_S1_1.bam" 
Geneid	Chr	Start	End	Strand	Length	PD_132_R13_S1_1.bam
b0182	NC_000913.3	203348	204496	+	1149	54
b0183	NC_000913.3	204493	205089	+	597	24
b0184	NC_000913.3	205126	208608	+	3483	117
b0185	NC_000913.3	208621	209580	+	960	71
b0186	NC_000913.3	209679	211820	+	2142	81
b0187	NC_000913.3	211877	212266	+	390	38
b0188	NC_000913.3	212331	213629	+	1299	30
b0189	NC_000913.3	213678	213932	-	255	184
b4406	NC_000913.3	213925	214125	-	201	189
b0190	NC_000913.3	214291	214836	+	546	13
b0191	NC_000913.3	214833	215255	+	423	25
b0192	NC_000913.3	215269	215979	+	711	219
b0193	NC_000913.3	216179	217003	-	825	20
b0194	NC_000913.3	217057	218775	-	1719	145
b0195	NC_000913.3	218887	219594	-	708	17
b0196	NC_000913.3	219591	219995	-	405	29
b0197	NC_000913.3	220113	220928	-	816	362
b0198	NC_000913.3	220968	221621	-	654	106
b0199	NC_000913.3	221614	222645	-	1032	127
b0200	NC_000913.3	222833	223408	+	576	113
b0207	NC_000913.3	229167	229970	+	804	7
b0208	NC_000913.3	229967	230881	-	915	132
b0209	NC_000913.3	231122	231922	+	801	948
b0210	NC_000913.3	231926	232549	+	624	166
b0211	NC_000913.3	232597	233955	-	1359	21
b0212	NC_000913.3	234027	234782	-	756	6
b0213	NC_000913.3	234816	235538	+	723	49
b0214	NC_000913.3	235535	236002	-	468	6
b0215	NC_000913.3	236067	236798	+	732	90
b0217	NC_000913.3	237335	238120	+	786	618
b4586	NC_000913.3	238257	238736	-	480	11
b0218	NC_000913.3	238746	239084	-	339	6
b4503	NC_000913.3	239190	239378	+	189	30
b0219	NC_000913.3	239419	240189	-	771	54
b0220	NC_000913.3	240343	240816	+	474	36
b0221	NC_000913.3	240859	243303	-	2445	275
b0222	NC_000913.3	243543	244121	+	579	44
b0223	NC_000913.3	244327	245094	+	768	44
b0224	NC_000913.3	245065	245805	-	741	1049
b0225	NC_000913.3	245961	246239	-	279	641
b0226	NC_000913.3	246242	246502	-	261	1411
b0227	NC_000913.3	246712	247461	+	750	9
b0228	NC_000913.3	247637	248134	+	498	10
b0229	NC_000913.3	248358	250070	-	1713	12
b0230	NC_000913.3	250072	250827	+	756	4
b0231	NC_000913.3	250898	251953	+	1056	133
b0232	NC_000913.3	252005	252298	+	294	706
b0233	NC_000913.3	252301	252699	+	399	888
b0234	NC_000913.3	252709	253161	+	453	892
b0235	NC_000913.3	253467	253733	+	267	107
b0236	NC_000913.3	253702	254202	+	501	265
b0237	NC_000913.3	254259	255716	-	1458	292
b0238	NC_000913.3	255977	256435	+	459	53
b0239	NC_000913.3	256527	257771	+	1245	743
b0240	NC_000913.3;NC_000913.3	257829;258676	257899;259006	+;+	402	396
b4710	NC_000913.3	257923	258426	-	504	1
b4709	NC_000913.3	258345	258620	-	276	8
b0241	NC_000913.3	259045	260100	-	1056	81
b0242	NC_000913.3	260388	261491	+	1104	289
b0243	NC_000913.3	261503	262756	+	1254	241
b4626	NC_000913.3	263150	263212	-	63	0
b0245	NC_000913.3	263328	263669	-	342	3
b0246	NC_000913.3	263690	264007	-	318	0
b4504	NC_000913.3	264026	264247	-	222	0
b0247	NC_000913.3	264256	264732	-	477	0
b0248	NC_000913.3	264748	265206	-	459	0
b0249	NC_000913.3	265304	265543	-	240	0
b0250	NC_000913.3	265620	266087	-	468	122
b0251	NC_000913.3	266110	266553	-	444	6
b0252	NC_000913.3	267184	268005	-	822	1
b0253	NC_000913.3	268097	268960	-	864	78
b0254	NC_000913.3	269289	270182	-	894	4
b4587	NC_000913.3;NC_000913.3	270278;271764	270540;272190	+;+	690	57
b0256	NC_000913.3	270603	271754	+	1152	20
b0258	NC_000913.3	272847	273992	+	1146	50
b0259	NC_000913.3	274101	275117	-	1017	251
b0260	NC_000913.3	275325	276728	+	1404	132
b0261	NC_000913.3	276715	277647	+	933	244
b0262	NC_000913.3	277756	278802	-	1047	53
b0263	NC_000913.3	278814	279162	-	349	23
b0264	NC_000913.3	279178	279681	-	504	24
b0265	NC_000913.3	279600	279875	-	276	67
b0266	NC_000913.3	280385	280735	-	351	6
b0267	NC_000913.3	280829	281983	-	1155	8
b0268	NC_000913.3	282278	283186	+	909	110
b0269	NC_000913.3	283201	285168	+	1968	151
b0270	NC_000913.3	285395	286777	+	1383	14
b0271	NC_000913.3	286789	288399	+	1611	6
b0272	NC_000913.3	288404	289162	-	759	19
b0273	NC_000913.3	289301	290305	-	1005	37
b4688	NC_000913.3	290510	290638	+	129	2
b0274	NC_000913.3	290649	291152	-	504	12
b0275	NC_000913.3	291071	291346	-	276	27
b0276	NC_000913.3	291500	292231	+	732	108
b0277	NC_000913.3	292322	292948	-	627	347
b0278	NC_000913.3	293220	293918	-	699	163
b0279	NC_000913.3	293945	294799	-	855	19
b4729	NC_000913.3	294918	295142	-	225	2
b0280	NC_000913.3	295139	295579	-	441	10
b0281	NC_000913.3	295696	297096	-	1401	29
b0282	NC_000913.3	297381	297791	-	411	5
b0283	NC_000913.3	297770	298726	-	957	3
b0284	NC_000913.3	298736	300934	-	2199	10
b0285	NC_000913.3	300931	301887	-	957	4
b0286	NC_000913.3	301884	302573	-	690	3
b0287	NC_000913.3	302991	303605	+	615	142
b0288	NC_000913.3	303853	304182	-	330	19
b0289	NC_000913.3	304495	305205	-	711	66
b0290	NC_000913.3	305174	306817	-	1644	36
b0291	NC_000913.3	306807	309332	-	2526	26
b0292	NC_000913.3	309358	310026	-	669	29
b0293	NC_000913.3	310084	310671	-	588	80
b0294	NC_000913.3	310746	311336	-	591	53
b0295	NC_000913.3	312112	312339	+	228	6
b4506	NC_000913.3	312374	312514	-	141	0
b0296	NC_000913.3	312514	312777	-	264	12
b4671	NC_000913.3	313141	313242	-	102	0
b4630	NC_000913.3	313716	313805	-	90	0
b0297	NC_000913.3	314357	315244	+	888	34
b0298	NC_000913.3	315291	315590	+	300	1
b0299	NC_000913.3	315587	316453	+	867	3
b0300	NC_000913.3	316450	317136	-	687	125
b0301	NC_000913.3	317726	318319	-	594	318
b0303	NC_000913.3	318331	318567	-	237	58
b0304	NC_000913.3	318676	320001	-	1326	22
b0305	NC_000913.3	320227	321081	+	855	5
b0306	NC_000913.3	321608	322327	+	720	5
b0307	NC_000913.3	322338	323765	+	1428	6
b0308	NC_000913.3	323758	324453	+	696	5
b0310	NC_000913.3	324696	325364	-	669	688
b0311	NC_000913.3	325577	327247	-	1671	230
b0312	NC_000913.3	327261	328733	-	1473	381
b0313	NC_000913.3	328747	329334	-	588	259
b0314	NC_000913.3	329463	331496	+	2034	415
b4730	NC_000913.3	331802	331876	+	75	0
b0315	NC_000913.3	332371	333459	+	1089	296
b0316	NC_000913.3	333501	334433	-	933	16
b0317	NC_000913.3	334525	335022	-	498	5
b0318	NC_000913.3	335280	335885	+	606	67
b0319	NC_000913.3	335925	336788	+	864	86
b0320	NC_000913.3	336778	338325	+	1548	105
b0321	NC_000913.3	338325	339743	+	1419	58
b0322	NC_000913.3	339793	340089	+	297	6
b0323	NC_000913.3	340165	341115	+	951	19
b0324	NC_000913.3	341125	342507	+	1383	58
b0325	NC_000913.3	342884	343933	+	1050	57
b0326	NC_000913.3	344176	344991	+	816	39
b0327	NC_000913.3	345404	345649	+	246	0
b0328	NC_000913.3	345666	346337	-	672	11
b0329	NC_000913.3	346484	346759	+	276	41
b0330	NC_000913.3	346857	348443	-	1587	6
b0331	NC_000913.3	348682	349572	+	891	7
b0333	NC_000913.3	350012	351181	+	1170	2
b0334	NC_000913.3	351215	352666	+	1452	2
b0335	NC_000913.3	352706	354592	+	1887	18
b0336	NC_000913.3	354922	356181	+	1260	7
b0337	NC_000913.3	356171	357454	+	1284	24
b0338	NC_000913.3	357791	358690	-	900	18
b0339	NC_000913.3	358799	359458	+	660	7
b0340	NC_000913.3	359489	359959	+	471	3
b0341	NC_000913.3	359992	361146	+	1155	10
b0342	NC_000913.3	361249	361860	-	612	5
b0343	NC_000913.3	361926	363179	-	1254	21
b0344	NC_000913.3	363231	366305	-	3075	2
b0345	NC_000913.3	366428	367510	-	1083	78
b0346	NC_000913.3	367587	368420	-	834	11
b0347	NC_000913.3	368611	370275	+	1665	5
b0348	NC_000913.3	370277	371221	+	945	1
b0349	NC_000913.3	371239	372105	+	867	19
b0350	NC_000913.3	372115	372924	+	810	34
b0351	NC_000913.3	372921	373871	+	951	55
b0352	NC_000913.3	373868	374881	+	1014	37
b0353	NC_000913.3	375459	376670	+	1212	19
b0354	NC_000913.3	376772	377311	+	540	19
b0355	NC_000913.3	377535	378368	-	834	75
b0356	NC_000913.3	378462	379571	-	1110	213
b0357	NC_000913.3	379606	379881	-	276	68
b0358	NC_000913.3	380069	380842	-	774	175
b4579	NC_000913.3;NC_000913.3	380844;382591	381260;382872	-;-	699	23
b0360	NC_000913.3	381351	381716	+	366	0
b0361	NC_000913.3	381674	382579	+	906	4
b0363	NC_000913.3	382739	383935	-	1197	120
b4731	NC_000913.3	383960	384079	+	120	0
b0364	NC_000913.3	384059	384616	-	558	188
b0365	NC_000913.3	385232	386194	+	963	79
b0366	NC_000913.3	386207	386974	+	768	47
b0367	NC_000913.3	386971	387798	+	828	19
b0368	NC_000913.3	387795	388646	+	852	12
b0369	NC_000913.3	388753	389727	-	975	49
b4580	NC_000913.3;NC_000913.3	390251;392970	391708;394418	+;+	2907	95
b0372	NC_000913.3	391739	392605	-	867	59
b0373	NC_000913.3	392602	392901	-	300	73
b0375	NC_000913.3	394506	395129	+	624	14
b0376	NC_000913.3	395130	396287	-	1158	19
b0377	NC_000913.3	396639	397859	+	1221	91
b0378	NC_000913.3	397872	398966	+	1095	39
b0379	NC_000913.3	399025	399333	-	309	4
b0380	NC_000913.3	399593	399805	+	213	16
b0381	NC_000913.3	399829	400923	-	1095	172
b0382	NC_000913.3	401386	401646	+	261	85
b0383	NC_000913.3	401747	403162	+	1416	178
b0384	NC_000913.3	403281	403601	+	321	15
b0385	NC_000913.3	403703	404818	+	1116	91
b0386	NC_000913.3	404835	405644	-	810	86
b0387	NC_000913.3	405764	406222	+	459	36
b0388	NC_000913.3	406405	406929	+	525	1327
b0389	NC_000913.3	406979	407170	+	192	337
b0390	NC_000913.3	407428	408105	+	678	774
b0391	NC_000913.3	408177	408461	+	285	586
b0392	NC_000913.3	408609	408950	+	342	50
b4732	NC_000913.3	408947	409030	+	84	0
b0393	NC_000913.3	409108	410019	-	912	10
b0394	NC_000913.3	410144	411052	+	909	15
b0396	NC_000913.3	411297	412481	-	1185	69
b0397	NC_000913.3	412607	415753	-	3147	9
b0398	NC_000913.3	415750	416952	-	1203	6
b0399	NC_000913.3	417142	417831	+	690	20
b0400	NC_000913.3	417889	419184	+	1296	54
b0401	NC_000913.3	419591	420910	+	1320	758
b0402	NC_000913.3	420986	422359	+	1374	180
b0403	NC_000913.3	422518	424332	+	1815	19
b0404	NC_000913.3	424337	424918	-	582	73
b0405	NC_000913.3	425011	426081	+	1071	11
b0406	NC_000913.3	426137	427264	+	1128	45
b0407	NC_000913.3	427287	427619	+	333	26
b0408	NC_000913.3	427647	429494	+	1848	46
b0409	NC_000913.3	429505	430476	+	972	339
b0410	NC_000913.3	430605	430952	+	348	2
b0411	NC_000913.3	431129	432013	-	885	22
b0412	NC_000913.3	432312	432851	-	540	8
b0413	NC_000913.3	433002	433451	+	450	84
b0414	NC_000913.3	433455	434558	+	1104	128
b0415	NC_000913.3	434647	435117	+	471	92
b0416	NC_000913.3	435137	435556	+	420	1292
b0417	NC_000913.3	435634	436611	+	978	42
b0418	NC_000913.3	436589	437107	+	519	372
b0419	NC_000913.3	437161	438135	-	975	90
b0420	NC_000913.3	438315	440177	-	1863	54
b0421	NC_000913.3	440202	441101	-	900	30
b0422	NC_000913.3	441101	441343	-	243	9
b0423	NC_000913.3	441549	442997	+	1449	35
b0424	NC_000913.3	443051	443641	-	591	73
b0425	NC_000913.3	443604	444515	-	912	145
b0426	NC_000913.3	444683	445174	+	492	150
b0427	NC_000913.3	445302	446666	-	1365	17
b0428	NC_000913.3	446815	447705	-	891	499
b0429	NC_000913.3	447717	448046	-	330	58
b0430	NC_000913.3	448046	448660	-	615	51
b0431	NC_000913.3	448650	450641	-	1992	252
b0432	NC_000913.3	450663	451610	-	948	142
b0433	NC_000913.3	452070	453545	-	1476	21
b0434	NC_000913.3	453589	454167	-	579	12
b0435	NC_000913.3	454472	454789	+	318	209
b0436	NC_000913.3	455133	456431	+	1299	126
b0437	NC_000913.3	456677	457300	+	624	435
b0438	NC_000913.3	457426	458700	+	1275	584
b0439	NC_000913.3	458888	461242	+	2355	678
b0440	NC_000913.3	461451	461723	+	273	36
b0441	NC_000913.3	461915	463786	+	1872	158
b0442	NC_000913.3	463937	464308	+	372	8
b0443	NC_000913.3	464402	464800	+	399	8
b0444	NC_000913.3	464852	465547	-	696	14
b0445	NC_000913.3	465612	467312	-	1701	16
b0446	NC_000913.3	467412	468230	+	819	150
b0447	NC_000913.3	468383	468841	+	459	18
b0448	NC_000913.3	468871	470643	+	1773	45
b0449	NC_000913.3	470636	472417	+	1782	37
b0450	NC_000913.3	472598	472936	+	339	0
b0451	NC_000913.3	472966	474252	+	1287	8
b0452	NC_000913.3	474301	475161	-	861	21
b0453	NC_000913.3	475379	475951	+	573	54
b0454	NC_000913.3	475982	476371	-	390	9
b0456	NC_000913.3	476672	477025	+	354	45
b0457	NC_000913.3	477067	478617	-	1551	104
b0458	NC_000913.3	478781	479251	-	471	1516
b0459	NC_000913.3	479367	479918	-	552	2903
b0460	NC_000913.3	480090	480308	-	219	2360
b0461	NC_000913.3	480334	480708	-	375	1745
b0462	NC_000913.3	481254	484403	-	3150	530
b0463	NC_000913.3	484426	485619	-	1194	98
b0464	NC_000913.3	485761	486408	+	648	18
b0465	NC_000913.3	486536	489898	+	3363	67
b0466	NC_000913.3	490110	490271	-	162	15
b0467	NC_000913.3	490285	490812	-	528	37
b0468	NC_000913.3	490882	491259	+	378	21
b0469	NC_000913.3	491412	491963	+	552	11
b0470	NC_000913.3;NC_000913.3;NC_000913.3	492092;492092;493375	494023;493375;493386	+;+;+	1932	48
b0471	NC_000913.3	494076	494405	+	330	84
b0472	NC_000913.3	494405	495010	+	606	48
b0473	NC_000913.3	495120	496994	+	1875	202
b0474	NC_000913.3	497175	497819	+	645	31
b0475	NC_000913.3	498055	499017	+	963	45
b0476	NC_000913.3	499014	499973	-	960	53
b0477	NC_000913.3	500125	501429	+	1305	24
b0478	NC_000913.3	501562	503238	-	1677	184
b0479	NC_000913.3	503476	504696	-	1221	283
b0480	NC_000913.3	504914	506566	+	1653	162
b0481	NC_000913.3	506603	507082	-	480	25
b0482	NC_000913.3	507286	508080	-	795	190
b0483	NC_000913.3	508218	508559	+	342	124
b0484	NC_000913.3;NC_000913.3;NC_000913.3	508875;511168;511176	511379;511176;511379	-;-;-	2505	213
b0485	NC_000913.3	511641	512573	+	933	3
b0486	NC_000913.3	512576	513868	+	1293	16
b0487	NC_000913.3	513993	514400	+	408	111
b0488	NC_000913.3	514401	514859	-	459	2593
b0489	NC_000913.3	514856	515773	-	918	5630
b0490	NC_000913.3	515919	516596	+	678	50
b0491	NC_000913.3	516583	517362	+	780	38
b0492	NC_000913.3	517425	518279	-	855	65
b0493	NC_000913.3	518340	519149	-	810	35
b0494	NC_000913.3	519139	519765	-	627	17
b0495	NC_000913.3	519733	520419	+	687	13
b0496	NC_000913.3	520416	522830	+	2415	24
b0497	NC_000913.3	523261	527541	+	4281	471
b0498	NC_000913.3	527581	527949	+	369	216
b0499	NC_000913.3	527949	528659	+	711	127
b0501	NC_000913.3	528640	529130	+	491	276
b4632	NC_000913.3	529497	529592	+	96	37
b0502	NC_000913.3	529645	530016	-	372	5
b0503	NC_000913.3	530132	531226	-	1095	6
b0504	NC_000913.3	531295	532221	-	927	2
b0505	NC_000913.3	532451	532933	+	483	24
b0506	NC_000913.3	533011	533826	+	816	1518
b0507	NC_000913.3	533916	535697	+	1782	25
b0508	NC_000913.3	535710	536486	+	777	16
b0509	NC_000913.3	536586	537464	+	879	10
b0511	NC_000913.3	537633	539087	+	1455	40
b0512	NC_000913.3	539147	540508	+	1362	39
b0513	NC_000913.3	540565	541866	+	1302	21
b0514	NC_000913.3	541888	543033	+	1146	13
b0515	NC_000913.3	543261	544046	-	786	113
b0516	NC_000913.3	544057	545292	-	1236	50
b0517	NC_000913.3	545314	546363	-	1050	19
b0518	NC_000913.3	546680	548347	+	1668	7
b4572	NC_000913.3	548357	549616	+	1260	10
b0520	NC_000913.3	549627	550442	+	816	8
b0521	NC_000913.3	550439	551332	+	894	4
b0522	NC_000913.3	551527	552594	-	1068	13
b0523	NC_000913.3	552591	553100	-	510	3
b0524	NC_000913.3	553218	553940	-	723	21
b0525	NC_000913.3	553943	554437	-	495	133
b0526	NC_000913.3	554611	555996	+	1386	23
b0527	NC_000913.3	556032	556553	-	522	6
b0528	NC_000913.3	556661	556873	-	213	4
b0529	NC_000913.3	556875	557741	-	867	85
b0530	NC_000913.3	558212	558754	+	543	19
b0531	NC_000913.3	558974	559666	+	693	13
b0532	NC_000913.3	559697	562300	+	2604	138
b0533	NC_000913.3	562336	563319	+	984	34
b0534	NC_000913.3	563330	563845	+	516	7
b0535	NC_000913.3	563848	564480	-	633	9
b0537	NC_000913.3	564815	565978	-	1164	22
b4633	NC_000913.3	565858	566079	-	222	0
b0539	NC_000913.3	566098	566361	-	264	0
b0542	NC_000913.3;NC_000913.3	566684;568035	566776;568247	+;+	306	6
b0540	NC_000913.3	566842	567141	+	300	0
b0541	NC_000913.3	567138	568004	+	867	0
b0543	NC_000913.3	568315	568647	+	333	67
b4733	NC_000913.3	568695	568844	+	150	2
b0544	NC_000913.3	568902	570428	+	1527	150
b0545	NC_000913.3	570893	571444	+	552	178
b0546	NC_000913.3	571454	572251	+	798	391
b4588	NC_000913.3	572368	572469	+	102	4
b0547	NC_000913.3	572466	572921	+	456	24
b0548	NC_000913.3	572921	573091	+	171	6
b0549	NC_000913.3	573084	573374	+	291	25
b0550	NC_000913.3	573371	573733	+	363	11
b4509	NC_000913.3	573730	573870	+	141	1
b0551	NC_000913.3	573956	574339	+	384	39
b0553	NC_000913.3;NC_000913.3	574529;575786	574586;576825	-;-	1098	26
b0552	NC_000913.3	574737	575753	-	1017	255
b0554	NC_000913.3	577398	577613	+	216	5
